managing-lou,529900T8BM49AURSDO55,lei-records,"{""lei"":""529900T8BM49AURSDO55"",""entity"":{""legalName"":{""name"":""Ubisecure Oy"",""language"":""fi""},""otherNames"":[{""name"":""Ubisecure Inc"",""language"":""fi"",""type"":""TRADING_OR_OPERATING_NAME""},{""name"":""Ubisecure Ab"",""language"":""sv"",""type"":""TRADING_OR_OPERATING_NAME""},{""name"":""Ubisecure Solutions Oy"",""language"":""fi"",""type"":""PREVIOUS_LEGAL_NAME""}],""transliteratedOtherNames"":[],""legalAddress"":{""language"":""fi"",""addressLines"":[""Tekniikantie 14""],""addressNumber"":null,""addressNumberWithinBuilding"":null,""mailRouting"":null,""city"":""ESPOO"",""region"":""FI-18"",""country"":""FI"",""postalCode"":""02150""},""headquartersAddress"":{""language"":""fi"",""addressLines"":[""Tekniikantie 14""],""addressNumber"":null,""addressNumberWithinBuilding"":null,""mailRouting"":null,""city"":""ESPOO"",""region"":""FI-18"",""country"":""FI"",""postalCode"":""02150""},""registeredAt"":{""id"":""RA000188"",""other"":null},""registeredAs"":""1748721-4"",""jurisdiction"":""FI"",""category"":""GENERAL"",""legalForm"":{""id"":""DKUW"",""other"":null},""associatedEntity"":{""lei"":null,""name"":null},""status"":""ACTIVE"",""expiration"":{""date"":null,""reason"":null},""successorEntity"":{""lei"":null,""name"":null},""successorEntities"":[],""creationDate"":""2002-02-14T00:00:00Z"",""subCategory"":null,""otherAddresses"":[],""eventGroups"":[{""groupType"":""STANDALONE"",""events"":[{""validationDocuments"":""SUPPORTING_DOCUMENTS"",""effectiveDate"":""2024-06-12T00:00:00Z"",""recordedDate"":""2024-09-20T14:51:13Z"",""type"":""CHANGE_HQ_ADDRESS"",""status"":""COMPLETED""}]},{""groupType"":""STANDALONE"",""events"":[{""validationDocuments"":""SUPPORTING_DOCUMENTS"",""effectiveDate"":""2024-06-12T00:00:00Z"",""recordedDate"":""2024-09-20T14:51:13Z"",""type"":""CHANGE_LEGAL_ADDRESS"",""status"":""COMPLETED""}]}]},""registration"":{""initialRegistrationDate"":""2016-08-04T11:00:36Z"",""lastUpdateDate"":""2025-05-15T16:17:21Z"",""status"":""ISSUED"",""nextRenewalDate"":""2026-06-28T18:34:06Z"",""managingLou"":""529900T8BM49AURSDO55"",""corroborationLevel"":""FULLY_CORROBORATED"",""validatedAt"":{""id"":""RA000188"",""other"":null},""validatedAs"":""1748721-4"",""otherValidationAuthorities"":[]},""bic"":null,""mic"":null,""ocid"":""fi/1748721-4"",""qcc"":""QFIYKRB4T8"",""spglobal"":[""273599874""],""conformityFlag"":""CONFORMING""}"
field-modifications,1b3c8c88-85d8-4ca6-aa85-9a146510bb36,field-modifications,"{""lei"":""984500581E7EBC107D36"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:ValidationAuthority/lei:ValidationAuthorityEntityID"",""date"":""2025-07-31T00:00:00Z"",""valueOld"":null,""valueNew"":""305997233"",""context"":null}"
field-modifications,32667296-e44d-49c3-aa85-960680759665,field-modifications,"{""lei"":""984500581E7EBC107D36"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:ValidationAuthority/lei:ValidationAuthorityID"",""date"":""2025-07-31T00:00:00Z"",""valueOld"":null,""valueNew"":""RA000430"",""context"":null}"
field-modifications,84c2d9f4-fb0d-464f-b1b5-1a9f439efb16,field-modifications,"{""lei"":""984500581E7EBC107D36"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:ValidationSources"",""date"":""2025-07-31T00:00:00Z"",""valueOld"":null,""valueNew"":""PARTIALLY_CORROBORATED"",""context"":null}"
field-modifications,50959562-7755-4fb5-a0b6-9cb3bba8360d,field-modifications,"{""lei"":""984500581E7EBC107D36"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:ManagingLOU"",""date"":""2025-07-31T00:00:00Z"",""valueOld"":null,""valueNew"":""529900T8BM49AURSDO55"",""context"":null}"
field-modifications,d1c37a4d-b4f6-4294-8796-5acf278bf859,field-modifications,"{""lei"":""984500581E7EBC107D36"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:NextRenewalDate"",""date"":""2025-07-31T00:00:00Z"",""valueOld"":null,""valueNew"":""2026-07-30T14:55:56+00:00"",""context"":null}"
field-modifications,dd3c4a82-f7b4-4455-8cfe-3945e705ad0b,field-modifications,"{""lei"":""984500581E7EBC107D36"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:RegistrationStatus"",""date"":""2025-07-31T00:00:00Z"",""valueOld"":null,""valueNew"":""ISSUED"",""context"":null}"
field-modifications,29320338-85cf-48b3-b0fb-473a3c5f169a,field-modifications,"{""lei"":""984500581E7EBC107D36"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:LastUpdateDate"",""date"":""2025-07-31T00:00:00Z"",""valueOld"":null,""valueNew"":""2025-07-30T14:55:55+00:00"",""context"":null}"
field-modifications,f25901a4-7459-406e-808a-cc47646a92ac,field-modifications,"{""lei"":""984500581E7EBC107D36"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:InitialRegistrationDate"",""date"":""2025-07-31T00:00:00Z"",""valueOld"":null,""valueNew"":""2025-07-30T14:55:55+00:00"",""context"":null}"
field-modifications,213506d6-eb20-4723-88ca-cd6b467e4a29,field-modifications,"{""lei"":""984500581E7EBC107D36"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Entity/lei:EntityCreationDate"",""date"":""2025-07-31T00:00:00Z"",""valueOld"":null,""valueNew"":""2022-01-31T00:00:00+00:00"",""context"":null}"
field-modifications,f35f05df-2ad7-40e8-a112-146b838e34f7,field-modifications,"{""lei"":""984500581E7EBC107D36"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Entity/lei:EntityStatus"",""date"":""2025-07-31T00:00:00Z"",""valueOld"":null,""valueNew"":""ACTIVE"",""context"":null}"
field-modifications,d10bdd4d-aac4-4d63-93b9-d5d303c2e3a8,field-modifications,"{""lei"":""984500581E7EBC107D36"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Entity/lei:LegalForm/lei:EntityLegalFormCode"",""date"":""2025-07-31T00:00:00Z"",""valueOld"":null,""valueNew"":""SFYA"",""context"":null}"
field-modifications,8f2b2ff1-f520-4ee7-8ed0-f9df1803dcfd,field-modifications,"{""lei"":""984500581E7EBC107D36"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Entity/lei:EntityCategory"",""date"":""2025-07-31T00:00:00Z"",""valueOld"":null,""valueNew"":""GENERAL"",""context"":null}"
field-modifications,25df0449-13b3-4464-a418-6dfe431ddc21,field-modifications,"{""lei"":""984500581E7EBC107D36"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Entity/lei:LegalJurisdiction"",""date"":""2025-07-31T00:00:00Z"",""valueOld"":null,""valueNew"":""LT"",""context"":null}"
field-modifications,699ff827-abae-452a-bf09-857a806c71ae,field-modifications,"{""lei"":""984500581E7EBC107D36"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Entity/lei:RegistrationAuthority/lei:RegistrationAuthorityEntityID"",""date"":""2025-07-31T00:00:00Z"",""valueOld"":null,""valueNew"":""305997233"",""context"":null}"
field-modifications,97c7dc93-f400-4bf0-a5cc-52c40ad1e158,field-modifications,"{""lei"":""984500581E7EBC107D36"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Entity/lei:RegistrationAuthority/lei:RegistrationAuthorityID"",""date"":""2025-07-31T00:00:00Z"",""valueOld"":null,""valueNew"":""RA000430"",""context"":null}"
relationshipType,id,type,attributes
lei-issuer,529900T8BM49AURSDO55,lei-issuers,"{""lei"":""529900T8BM49AURSDO55"",""name"":""Ubisecure Oy"",""marketingName"":""Ubisecure RapidLEI"",""website"":""https://www.rapidlei.com"",""accreditationDate"":""2018-04-03T00:00:00+00:00""}"
managing-lou,529900T8BM49AURSDO55,lei-records,"{""lei"":""529900T8BM49AURSDO55"",""entity"":{""legalName"":{""name"":""Ubisecure Oy"",""language"":""fi""},""otherNames"":[{""name"":""Ubisecure Inc"",""language"":""fi"",""type"":""TRADING_OR_OPERATING_NAME""},{""name"":""Ubisecure Ab"",""language"":""sv"",""type"":""TRADING_OR_OPERATING_NAME""},{""name"":""Ubisecure Solutions Oy"",""language"":""fi"",""type"":""PREVIOUS_LEGAL_NAME""}],""transliteratedOtherNames"":[],""legalAddress"":{""language"":""fi"",""addressLines"":[""Tekniikantie 14""],""addressNumber"":null,""addressNumberWithinBuilding"":null,""mailRouting"":null,""city"":""ESPOO"",""region"":""FI-18"",""country"":""FI"",""postalCode"":""02150""},""headquartersAddress"":{""language"":""fi"",""addressLines"":[""Tekniikantie 14""],""addressNumber"":null,""addressNumberWithinBuilding"":null,""mailRouting"":null,""city"":""ESPOO"",""region"":""FI-18"",""country"":""FI"",""postalCode"":""02150""},""registeredAt"":{""id"":""RA000188"",""other"":null},""registeredAs"":""1748721-4"",""jurisdiction"":""FI"",""category"":""GENERAL"",""legalForm"":{""id"":""DKUW"",""other"":null},""associatedEntity"":{""lei"":null,""name"":null},""status"":""ACTIVE"",""expiration"":{""date"":null,""reason"":null},""successorEntity"":{""lei"":null,""name"":null},""successorEntities"":[],""creationDate"":""2002-02-14T00:00:00Z"",""subCategory"":null,""otherAddresses"":[],""eventGroups"":[{""groupType"":""STANDALONE"",""events"":[{""validationDocuments"":""SUPPORTING_DOCUMENTS"",""effectiveDate"":""2024-06-12T00:00:00Z"",""recordedDate"":""2024-09-20T14:51:13Z"",""type"":""CHANGE_HQ_ADDRESS"",""status"":""COMPLETED""}]},{""groupType"":""STANDALONE"",""events"":[{""validationDocuments"":""SUPPORTING_DOCUMENTS"",""effectiveDate"":""2024-06-12T00:00:00Z"",""recordedDate"":""2024-09-20T14:51:13Z"",""type"":""CHANGE_LEGAL_ADDRESS"",""status"":""COMPLETED""}]}]},""registration"":{""initialRegistrationDate"":""2016-08-04T11:00:36Z"",""lastUpdateDate"":""2025-05-15T16:17:21Z"",""status"":""ISSUED"",""nextRenewalDate"":""2026-06-28T18:34:06Z"",""managingLou"":""529900T8BM49AURSDO55"",""corroborationLevel"":""FULLY_CORROBORATED"",""validatedAt"":{""id"":""RA000188"",""other"":null},""validatedAs"":""1748721-4"",""otherValidationAuthorities"":[]},""bic"":null,""mic"":null,""ocid"":""fi/1748721-4"",""qcc"":""QFIYKRB4T8"",""spglobal"":[""273599874""],""conformityFlag"":""CONFORMING""}"
field-modifications,1b3c8c88-85d8-4ca6-aa85-9a146510bb36,field-modifications,"{""lei"":""984500581E7EBC107D36"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:ValidationAuthority/lei:ValidationAuthorityEntityID"",""date"":""2025-07-31T00:00:00Z"",""valueOld"":null,""valueNew"":""305997233"",""context"":null}"
field-modifications,32667296-e44d-49c3-aa85-960680759665,field-modifications,"{""lei"":""984500581E7EBC107D36"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:ValidationAuthority/lei:ValidationAuthorityID"",""date"":""2025-07-31T00:00:00Z"",""valueOld"":null,""valueNew"":""RA000430"",""context"":null}"
field-modifications,84c2d9f4-fb0d-464f-b1b5-1a9f439efb16,field-modifications,"{""lei"":""984500581E7EBC107D36"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:ValidationSources"",""date"":""2025-07-31T00:00:00Z"",""valueOld"":null,""valueNew"":""PARTIALLY_CORROBORATED"",""context"":null}"
field-modifications,50959562-7755-4fb5-a0b6-9cb3bba8360d,field-modifications,"{""lei"":""984500581E7EBC107D36"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:ManagingLOU"",""date"":""2025-07-31T00:00:00Z"",""valueOld"":null,""valueNew"":""529900T8BM49AURSDO55"",""context"":null}"
field-modifications,d1c37a4d-b4f6-4294-8796-5acf278bf859,field-modifications,"{""lei"":""984500581E7EBC107D36"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:NextRenewalDate"",""date"":""2025-07-31T00:00:00Z"",""valueOld"":null,""valueNew"":""2026-07-30T14:55:56+00:00"",""context"":null}"
field-modifications,dd3c4a82-f7b4-4455-8cfe-3945e705ad0b,field-modifications,"{""lei"":""984500581E7EBC107D36"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:RegistrationStatus"",""date"":""2025-07-31T00:00:00Z"",""valueOld"":null,""valueNew"":""ISSUED"",""context"":null}"
field-modifications,29320338-85cf-48b3-b0fb-473a3c5f169a,field-modifications,"{""lei"":""984500581E7EBC107D36"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:LastUpdateDate"",""date"":""2025-07-31T00:00:00Z"",""valueOld"":null,""valueNew"":""2025-07-30T14:55:55+00:00"",""context"":null}"
field-modifications,f25901a4-7459-406e-808a-cc47646a92ac,field-modifications,"{""lei"":""984500581E7EBC107D36"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:InitialRegistrationDate"",""date"":""2025-07-31T00:00:00Z"",""valueOld"":null,""valueNew"":""2025-07-30T14:55:55+00:00"",""context"":null}"
field-modifications,213506d6-eb20-4723-88ca-cd6b467e4a29,field-modifications,"{""lei"":""984500581E7EBC107D36"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Entity/lei:EntityCreationDate"",""date"":""2025-07-31T00:00:00Z"",""valueOld"":null,""valueNew"":""2022-01-31T00:00:00+00:00"",""context"":null}"
field-modifications,f35f05df-2ad7-40e8-a112-146b838e34f7,field-modifications,"{""lei"":""984500581E7EBC107D36"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Entity/lei:EntityStatus"",""date"":""2025-07-31T00:00:00Z"",""valueOld"":null,""valueNew"":""ACTIVE"",""context"":null}"
field-modifications,d10bdd4d-aac4-4d63-93b9-d5d303c2e3a8,field-modifications,"{""lei"":""984500581E7EBC107D36"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Entity/lei:LegalForm/lei:EntityLegalFormCode"",""date"":""2025-07-31T00:00:00Z"",""valueOld"":null,""valueNew"":""SFYA"",""context"":null}"
field-modifications,8f2b2ff1-f520-4ee7-8ed0-f9df1803dcfd,field-modifications,"{""lei"":""984500581E7EBC107D36"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Entity/lei:EntityCategory"",""date"":""2025-07-31T00:00:00Z"",""valueOld"":null,""valueNew"":""GENERAL"",""context"":null}"
field-modifications,25df0449-13b3-4464-a418-6dfe431ddc21,field-modifications,"{""lei"":""984500581E7EBC107D36"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Entity/lei:LegalJurisdiction"",""date"":""2025-07-31T00:00:00Z"",""valueOld"":null,""valueNew"":""LT"",""context"":null}"
field-modifications,699ff827-abae-452a-bf09-857a806c71ae,field-modifications,"{""lei"":""984500581E7EBC107D36"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Entity/lei:RegistrationAuthority/lei:RegistrationAuthorityEntityID"",""date"":""2025-07-31T00:00:00Z"",""valueOld"":null,""valueNew"":""305997233"",""context"":null}"
field-modifications,97c7dc93-f400-4bf0-a5cc-52c40ad1e158,field-modifications,"{""lei"":""984500581E7EBC107D36"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Entity/lei:RegistrationAuthority/lei:RegistrationAuthorityID"",""date"":""2025-07-31T00:00:00Z"",""valueOld"":null,""valueNew"":""RA000430"",""context"":null}"
relationshipType,id,type,attributes
lei-issuer,5299000J2N45DDNE4Y28,lei-issuers,"{""lei"":""5299000J2N45DDNE4Y28"",""name"":""WM Datenservice"",""marketingName"":""WM Datenservice"",""website"":""https://www.wm-leiportal.org/"",""accreditationDate"":""2017-04-13T00:00:00+00:00""}"
managing-lou,5299000J2N45DDNE4Y28,lei-records,"{""lei"":""5299000J2N45DDNE4Y28"",""entity"":{""legalName"":{""name"":""Herausgebergemeinschaft Wertpapier-Mitteilungen Keppler, Lehmann GmbH & Co. KG"",""language"":""de""},""otherNames"":[],""transliteratedOtherNames"":[],""legalAddress"":{""language"":""de"",""addressLines"":[""Sandweg 94""],""addressNumber"":null,""addressNumberWithinBuilding"":null,""mailRouting"":null,""city"":""Frankfurt am Main"",""region"":""DE-HE"",""country"":""DE"",""postalCode"":""60316""},""headquartersAddress"":{""language"":""de"",""addressLines"":[""Sandweg 94""],""addressNumber"":null,""addressNumberWithinBuilding"":null,""mailRouting"":null,""city"":""Frankfurt am Main"",""region"":""DE-HE"",""country"":""DE"",""postalCode"":""60316""},""registeredAt"":{""id"":""RA000242"",""other"":null},""registeredAs"":""HRA 15378"",""jurisdiction"":""DE"",""category"":""GENERAL"",""legalForm"":{""id"":""8Z6G"",""other"":null},""associatedEntity"":{""lei"":null,""name"":null},""status"":""ACTIVE"",""expiration"":{""date"":null,""reason"":null},""successorEntity"":{""lei"":null,""name"":null},""successorEntities"":[],""creationDate"":""2004-11-30T23:00:00Z"",""subCategory"":null,""otherAddresses"":[],""eventGroups"":[{""groupType"":""STANDALONE"",""events"":[{""validationDocuments"":""SUPPORTING_DOCUMENTS"",""effectiveDate"":""2024-10-20T22:00:00Z"",""recordedDate"":""2024-10-21T17:20:18Z"",""type"":""CHANGE_HQ_ADDRESS"",""status"":""COMPLETED""}]},{""groupType"":""STANDALONE"",""events"":[{""validationDocuments"":""SUPPORTING_DOCUMENTS"",""effectiveDate"":""2024-10-20T22:00:00Z"",""recordedDate"":""2024-10-21T17:20:18Z"",""type"":""CHANGE_LEGAL_ADDRESS"",""status"":""COMPLETED""}]}]},""registration"":{""initialRegistrationDate"":""2013-04-03T11:47:18Z"",""lastUpdateDate"":""2025-02-27T15:07:45Z"",""status"":""ISSUED"",""nextRenewalDate"":""2026-04-14T08:44:35Z"",""managingLou"":""5299000J2N45DDNE4Y28"",""corroborationLevel"":""FULLY_CORROBORATED"",""validatedAt"":{""id"":""RA000242"",""other"":null},""validatedAs"":""HRA 15378"",""otherValidationAuthorities"":[]},""bic"":[""WMDSDEFFXXX""],""mic"":null,""ocid"":""de/M1201_HRA15378"",""qcc"":""QDE106VWMH"",""spglobal"":[""34180212""],""conformityFlag"":""CONFORMING""}"
field-modifications,d873e5c9-ecdd-4095-8a12-5132dc3989da,field-modifications,"{""lei"":""5299000538WSYEJDLN70"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:ValidationAuthority/lei:ValidationAuthorityEntityID"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""01811870490"",""context"":null}"
field-modifications,1d7f1b00-f5b0-4e7d-8d09-af705bd40e1b,field-modifications,"{""lei"":""5299000538WSYEJDLN70"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:ValidationAuthority/lei:ValidationAuthorityID"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""RA000407"",""context"":null}"
field-modifications,661ef988-3007-4a2e-8870-9cc3942a1ea7,field-modifications,"{""lei"":""5299000538WSYEJDLN70"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:ValidationSources"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""FULLY_CORROBORATED"",""context"":null}"
field-modifications,41bb9335-337d-4eac-93ab-38caf38fbf81,field-modifications,"{""lei"":""5299000538WSYEJDLN70"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:ManagingLOU"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""5299000J2N45DDNE4Y28"",""context"":null}"
field-modifications,5ecd9794-fbd7-4499-ae5b-4f2c783d1e28,field-modifications,"{""lei"":""5299000538WSYEJDLN70"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:NextRenewalDate"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""2026-08-21T16:22:11+02:00"",""context"":null}"
field-modifications,e35e55b2-a8b7-4005-a68e-08f9380b1599,field-modifications,"{""lei"":""5299000538WSYEJDLN70"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:RegistrationStatus"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""ISSUED"",""context"":null}"
field-modifications,789f8628-21ec-4113-9318-a5120b9e4510,field-modifications,"{""lei"":""5299000538WSYEJDLN70"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:LastUpdateDate"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""2025-08-21T16:22:11+02:00"",""context"":null}"
field-modifications,c290376e-b13c-427d-900a-0f8a8d2e3c99,field-modifications,"{""lei"":""5299000538WSYEJDLN70"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:InitialRegistrationDate"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""2025-08-21T16:22:11+02:00"",""context"":null}"
field-modifications,3443343a-b304-460c-9977-858fa1533800,field-modifications,"{""lei"":""5299000538WSYEJDLN70"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Entity/lei:EntityCreationDate"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""2015-03-30T00:00:00+02:00"",""context"":null}"
field-modifications,22ea37c3-b2a8-40fe-9dfa-6ff15e510128,field-modifications,"{""lei"":""5299000538WSYEJDLN70"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Entity/lei:EntityStatus"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""ACTIVE"",""context"":null}"
field-modifications,c0d88595-d33d-4ac4-a6c8-c2aac3222494,field-modifications,"{""lei"":""5299000538WSYEJDLN70"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Entity/lei:LegalForm/lei:EntityLegalFormCode"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""8GU1"",""context"":null}"
field-modifications,edd79cfe-d5b0-4e82-86e9-1d1056559e57,field-modifications,"{""lei"":""5299000538WSYEJDLN70"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Entity/lei:EntityCategory"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""GENERAL"",""context"":null}"
field-modifications,353d7612-4ad4-4974-b1dd-6c5e3d236284,field-modifications,"{""lei"":""5299000538WSYEJDLN70"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Entity/lei:LegalJurisdiction"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""IT"",""context"":null}"
field-modifications,a8451b67-003d-496c-90ec-0c9a60bbde90,field-modifications,"{""lei"":""5299000538WSYEJDLN70"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Entity/lei:RegistrationAuthority/lei:RegistrationAuthorityEntityID"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""01811870490"",""context"":null}"
field-modifications,fbbcedc6-47a1-4387-8556-b08dc1821583,field-modifications,"{""lei"":""5299000538WSYEJDLN70"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Entity/lei:RegistrationAuthority/lei:RegistrationAuthorityID"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""RA000407"",""context"":null}"
relationshipType,id,type,attributes
lei-issuer,5299000J2N45DDNE4Y28,lei-issuers,"{""lei"":""5299000J2N45DDNE4Y28"",""name"":""WM Datenservice"",""marketingName"":""WM Datenservice"",""website"":""https://www.wm-leiportal.org/"",""accreditationDate"":""2017-04-13T00:00:00+00:00""}"
